X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,label
10.8406178,11.35995124,7.541718873,8.269834747,13.76527192,6.689748454,0.304075186,0.044038678,0.908562701,0.425658429,7.8957013,11.34326503,8.64176424,9.825495322,9.980670516,6.863584308,0.651718401,0.5596936,0.778016029,0.319635564,A
10.17229473,9.806029341,9.913769528,9.07999662,15.47622806,8.006502405,0.562274961,0.040518229,0.979140489,0.319708951,8.949263546,11.7011103,8.367772935,6.717928592,10.28018965,6.863193692,0.582197032,0.499393394,0.576775672,0.418760971,A
9.485477317,11.63931126,9.332351878,8.489916917,13.28801628,8.60680455,0.576088169,0.073822788,0.905939733,0.352481385,8.866785252,11.98944063,9.568923398,6.793065452,11.45547703,6.69077289,0.952801052,0.276269788,0.921449339,0.246194866,A
11.02681494,9.919951386,9.000645255,8.69447599,12.68635563,8.609671506,0.28548068,0.157213039,0.715194899,0.538384514,7.421063257,12.51132948,8.579142944,8.240903188,8.883086693,7.485093484,0.416378254,0.601611252,0.824357445,0.312387133,A
10.09712783,11.17826319,7.187641592,6.002415208,15.46581167,8.108723304,0.420665642,0.070737298,0.926054628,0.341272249,9.040160116,11.59466724,7.188659286,7.758850004,10.09971021,7.017081012,0.765343046,0.38941111,0.577379361,0.647755736,A
10.00243527,11.1056035,8.009997185,9.199957793,13.61138973,7.708833235,0.342989688,0.113586395,0.724129483,0.561458544,7.918232988,11.83226835,7.877351407,10.26222473,9.450832518,9.806794746,0.492525539,0.617284841,0.600717504,0.707459071,A
11.01434131,10.85654458,8.784182307,7.887857374,13.91075889,9.7464798,0.818353151,0.012649065,0.911177183,0.309748848,8.089300295,10.88927697,8.153195443,7.91695033,9.240757942,6.264242924,0.403199085,0.716311429,0.562194693,0.832836721,A
9.733438771,11.06711333,7.118131935,9.33832563,14.34404084,7.966944547,0.317452743,0.168862448,0.66768692,0.581657531,8.336947696,13.27911717,8.752400422,7.040309926,10.12466967,6.09327406,0.558636133,0.618783433,0.455345434,0.797579492,A
10.08606137,11.07462394,6.605869202,9.249541435,14.71147715,6.911743117,0.433913661,0.084346207,1.009313359,0.288227192,7.432695768,12.54587436,7.061992788,8.922521703,12.06120321,8.953700731,0.319959938,0.859572765,0.030655078,0.987310764,A
9.903189031,11.4936795,9.097928874,7.968196383,14.42892051,8.187626989,0.09179362,0.198178497,0.69650303,0.478938349,8.501694629,11.71398835,7.717499105,8.3844776,11.76995339,9.675331892,0.41882157,0.591504603,0.63717679,0.775227158,A
10.73011566,12.59745696,7.905154607,9.715539731,13.39304038,8.589673383,0.390150301,0.155949217,0.747096748,0.48404171,8.141290613,12.38593783,9.023484723,8.140921541,10.40326573,7.374007849,0.679849516,0.570872241,0.803923869,0.308742735,A
10.25783554,9.584781172,8.031705565,6.717189791,13.50847609,7.519113181,0.278639438,0.221370215,0.346712464,0.703274669,7.436891382,12.71108545,8.760681018,8.97452147,10.45883324,7.667741354,0.170858299,1.375564375,0.05025751,1.145714044,A
9.554356668,11.52429354,9.125741383,8.969007887,16.40034325,7.79912879,0.561255882,0.000781739,1.071049906,0.224094474,7.795066282,14.04497305,8.489957064,7.906547035,11.28672313,8.649299962,0.105334196,0.75227016,0.452375927,0.557074207,A
9.905026786,10.90713959,8.699557874,6.460572019,14.87653699,9.488307575,0.388830329,0.049990953,0.900639841,0.316670587,7.382868675,13.83720969,8.808295492,9.446857957,11.68316224,8.614583215,0.507983591,0.403723581,0.701694225,0.382741444,A
10.22045927,10.51113022,7.984168848,10.03419391,13.1228788,8.86309939,0.166811066,0.149682769,0.598625539,0.435156716,8.713745291,14.08965081,8.305292487,7.801112883,12.21402965,7.220159814,0.437741138,0.779157435,0.61371395,0.343158736,A
10.18519631,10.94607224,7.806239441,9.510138894,15.28546873,9.062135346,0.677637465,0.045451329,1.109992524,0.173451128,8.570707595,11.76834548,9.347182538,9.147208738,10.70295107,9.448747976,0.330708989,0.657366189,0.113936272,0.773431888,A
10.88942146,11.14873097,8.187622574,7.027897585,14.18104441,9.115315956,0.125792495,0.182403965,0.69678236,0.661893777,9.182791403,13.91012107,7.895383268,10.26348979,9.617025822,7.455609834,0.516791192,0.453456854,0.841505389,0.332370152,A
10.18691848,10.34330932,8.291012854,6.676704957,13.86447374,7.598920082,0.376916802,0.115151767,0.696588044,0.562134505,8.756014128,13.02053788,8.081027,10.21352483,10.8509848,8.432799083,0.901945719,0.26475488,0.79187073,0.38567892,A
10.06226822,10.58949284,7.745725331,9.776238357,14.9971646,7.792794075,0.456510875,0.079381539,0.933187199,0.321652898,7.550226911,12.84747549,8.587209644,9.191661544,12.61069018,11.25772328,0.317748738,0.695082011,0.570896943,0.528562676,A
10.9599349,11.43976226,7.757452737,6.770393334,14.76590967,10.0441296,0.234836535,0.187237446,0.674739908,0.541747786,10.38602065,11.68817127,7.605033389,8.324056821,10.37431018,8.401502744,0.568103329,0.254115866,1.149275873,0.113083686,A
NA,9.966659871,8.53606705,8.812545966,14.2910528,6.481679136,0.672254065,0.10138579,0.795583379,0.475513421,8.985243854,10.77580111,8.474863551,6.628537311,11.87547849,8.673806708,0.13500213,0.95060159,0.335188553,0.781747602,A
10.87927024,12.16492013,8.647085564,10.57131413,14.21335183,8.415749623,0.541577652,0.110923447,0.794476671,0.328655334,8.399091701,12.82710806,8.49042034,7.170748857,9.306865256,9.80646911,0.696781957,0.587554183,0.344158369,0.677808583,A
9.93551347,11.17395371,8.464317331,9.610504919,14.03714983,7.845043148,0.016752714,0.208066563,0.706040482,0.564287153,9.569815656,11.00115195,9.275607944,9.21115794,11.30066496,6.227165894,0.296695921,0.683804306,0.317096923,0.793098174,A
10.15910562,11.05048055,8.395522357,7.813918254,12.60711213,9.146804751,0.364029399,0.13984861,0.811960525,0.353070624,6.961152833,12.47656576,9.187520789,8.656513034,10.36362673,9.485831491,0.270432754,0.912893811,0.17083059,0.884353919,A
9.389920226,9.098725957,9.155101186,8.702486961,14.22181248,8.14426621,0.714312733,0.00364259,0.983261921,0.235218523,8.323456744,11.77664965,9.504825531,5.998925663,10.43531911,8.36133917,0.693763522,0.618164383,0.387835907,0.586041667,A
10.17345737,11.09399207,8.780705065,9.257802919,16.43222789,7.770883874,0.460202155,0.173283811,0.656589001,0.299352255,9.678780628,11.95708516,8.931582793,9.189305112,10.13558784,7.875211001,0.369116056,0.664839058,0.292795093,0.782118735,A
9.386929541,9.863346248,7.953100944,8.709676376,12.05485953,7.851340297,0.302851696,0.07200804,0.891313828,0.500333638,8.370570364,11.33608528,7.911961184,7.401643091,10.89823432,6.565344492,0.724440272,0.58968663,0.557343747,0.624754523,A
9.32699413,8.445585604,8.973140381,6.807027916,14.90554214,7.377947053,0.29431607,0.157659555,0.754792176,0.361619158,7.741228348,11.24830034,10.06666743,8.315307241,10.69453611,6.961025044,0.502677656,0.439867606,0.979991326,0.081177608,A
10.39957713,10.43306523,9.213246325,7.304431056,13.10399105,8.082576883,0.051931105,0.22234168,0.671964945,0.498014505,6.031170248,12.71358595,8.166773527,5.768738704,10.49074138,7.877072631,0.355925274,0.576799793,0.662733882,0.312466745,A
9.95649678,9.884691478,8.260129048,8.665103967,13.532343,9.32774207,0.216120395,0.156133618,0.738644136,0.44394193,7.72110824,11.6480359,9.336629718,7.6732714,9.88532001,8.315858709,0.538961432,0.361475013,0.622839868,0.435022596,A
10.36409946,10.31195962,8.450871387,8.109568445,12.88766462,9.711218739,0.430129195,0.082907356,0.741571261,0.30923051,9.83879477,11.27125909,8.788555019,8.323229035,10.63110341,8.096340165,0.203110561,1.06849826,0.312759131,0.705222511,A
10.32055546,9.836988591,7.722390153,7.991333693,15.93354556,8.241982312,0.538157415,0.081949087,0.825186893,0.2039877,8.609895873,12.07483589,7.968671189,9.236024298,12.48323106,7.708614468,0.555955372,0.717589237,0.462742477,0.603182948,A
9.022860877,9.815121572,8.22123134,7.966487832,13.02158267,7.380981266,0.283385815,0.106754475,0.614722089,0.723372159,8.544034433,11.54938124,8.42477692,9.699167276,10.96825643,8.532381822,0.310797847,0.57888369,0.407315569,0.734568496,A
10.23132844,11.37648411,6.695589163,6.486684928,14.486555,8.543383754,0.596736054,0.050759804,1.039473353,0.195231093,8.801211183,12.76029361,9.132484411,7.813427351,10.84755083,8.278086999,0.188610682,0.656024291,0.418920787,0.687911438,A
10.12308427,10.82422205,8.784610647,7.994442896,15.05312847,7.261385936,0.709885226,0.068208157,0.783989047,0.330903349,8.824755276,13.07584616,8.673778407,8.881800633,11.0256249,6.867467976,0.658886655,0.304133967,0.863216929,0.542939976,A
9.935035623,9.295423095,8.724318743,8.081584481,14.03506957,8.812953914,0.458622898,0.060219002,0.951437871,0.282838199,8.401838716,12.70533178,8.241938458,6.503820003,10.45413896,6.753623359,0.327181529,0.827457281,0.641528897,0.308822961,A
9.921453834,10.97253068,7.435221184,8.90121957,15.12535758,7.699926352,0.554135968,0.098238396,0.801168565,0.402318689,10.16243077,12.31736046,8.685424352,8.605089013,11.69233119,7.534751165,0.314362173,0.555427931,0.482369467,0.814607564,A
9.431013261,8.63967764,8.458231279,8.727606803,12.78048018,8.975666008,0.251544716,0.137723823,0.709196063,0.439434905,8.452015294,11.77745233,8.602600667,8.12845768,11.09817122,8.705787969,0.415787126,0.490732255,0.386032007,0.759036079,A
9.894160188,11.72204947,8.602585854,7.610269178,13.17478995,7.478445842,0.360733128,0.162952195,0.794468243,0.314621524,8.968201347,12.33339178,9.706458788,8.319920968,10.5015097,8.647214846,0.693223447,0.491634067,0.83092373,0.283946546,A
9.81240538,9.198168458,8.755541861,9.035583933,12.85959862,8.927103217,0.431858612,0.125218817,0.664274391,0.556218308,9.455403227,11.27690979,8.118060404,7.747401149,9.767063444,8.327524454,0.936099705,0.368835421,0.937789204,0.299771975,A
9.427200092,9.713966494,9.172641142,9.734955348,14.18095137,7.445709635,0.674662517,0.04033255,0.950495581,0.286569084,9.564705291,11.86922068,7.204368315,6.849971255,10.54083069,7.411028299,0.536537291,0.614640555,0.777042375,0.539844316,A
10.07077561,10.7627011,8.969227304,7.933431295,13.86487383,9.282932226,0.272515253,0.112380009,0.761056514,0.393359785,8.416168816,11.75350688,8.691064534,9.125880241,11.27461644,7.631788665,0.612492029,0.32146642,1.151305334,0.029923028,A
9.464138401,12.2038133,6.846522594,9.383958884,14.20975356,8.836666799,0.375516848,0.146711329,0.674210517,0.49964001,9.21132403,11.71702143,8.933745008,10.59953797,11.1086733,8.689097713,0.841264333,0.294801564,0.853546052,0.488635073,A
9.990941386,10.06299516,8.15500232,8.138929424,12.85406509,8.968439782,0.303209055,0.183952829,0.521359906,0.546307646,8.229228145,12.16057846,8.510742506,8.136651556,12.31671829,9.233660996,1.045741886,0.442363241,0.804664944,0.670866704,A
8.893701874,12.41172468,8.565311492,9.943987082,14.74841175,5.985405556,0.66232426,0.008560144,1.079516187,0.256464387,8.516974944,12.59902941,8.370278531,8.103107952,10.26346599,7.238927846,0.317753293,0.620230465,0.468364905,0.470443373,A
11.10780563,10.79646392,8.348648219,8.977829547,13.65815054,8.095754037,0.434991272,0.091111411,0.945284157,0.259903245,8.836643577,10.48503926,9.27922126,5.620231841,11.69040184,7.294642365,0.238902522,0.708734404,0.479262486,0.550317777,A
10.26832754,10.95992593,8.163543007,8.783655247,13.48698736,9.786056372,0.286316091,0.15494929,0.641199872,0.45678708,8.459761386,11.43983073,8.717717965,7.745239939,10.80295836,7.270618063,0.962137494,0.298883976,0.962539638,0.240140564,A
10.6550243,10.91259906,7.746959324,8.82177125,14.10963538,8.96475416,0.095886863,0.184712962,0.735404991,0.389278212,9.285741287,10.92658891,8.104117797,10.70100016,12.33285846,8.359575016,0.485928886,0.730150437,0.455520603,0.596529618,A
10.79280323,11.01480183,7.833118362,7.643283486,15.69825781,7.908210648,0.036047689,0.20187038,0.464898006,0.556013614,8.180456197,10.75336776,7.650697522,8.919479264,10.25283788,8.984592799,0.681492172,0.570380561,0.493578431,0.505650711,A
10.85343473,10.15640878,8.039864397,8.024200661,14.93096903,8.405836974,0.000170808,0.221691609,0.538223339,0.491544289,7.661601517,13.63330169,8.191326189,8.46505904,11.67956985,7.622427591,0.245435306,0.526608609,0.249870568,0.857621973,A
9.0958771,11.78373972,7.745379298,9.700868667,13.80870566,9.354674781,0.241978608,0.201725735,0.643721972,0.578980922,8.70741102,12.5196158,7.69410644,9.70951361,11.1651409,8.530266787,0.396478523,0.659034748,0.50387299,0.461198512,A
10.333025,9.552566063,8.132290087,8.321492097,13.3023234,8.661057103,0.560425163,0.064603681,1.03915488,0.201574184,9.329927624,11.38557315,8.247256158,10.34566598,10.69099936,9.181228069,0.203949089,0.758493844,0.412344147,0.543235786,A
NA,10.74982606,6.675251401,10.37465979,13.30215968,6.651277626,0.308454306,0.122843986,0.621057916,0.476471215,8.085776215,12.71476004,8.4764167,9.059440733,10.59618799,7.217656242,0.542570448,0.340861812,0.582974454,0.69963565,A
10.14414498,10.8546444,8.627544263,9.690749107,13.26742525,9.363603867,0.236685006,0.132562077,0.876419059,0.343917169,9.675782293,11.97018881,7.07172718,7.089985814,10.89196269,8.353390363,0.791304932,0.360273861,1.04538776,0.216067441,A
9.071818955,9.800459245,9.292882418,9.065960375,14.46128286,7.313568572,0.579349433,0.050506184,0.933776833,0.216872524,8.214622505,13.09542636,7.871692956,9.96796002,11.43724242,6.9871947,0.235182465,0.733235396,0.40349585,0.984028362,A
10.77043226,10.25669786,9.352006387,9.282424313,14.54565062,7.644774713,0.439787788,0.033696098,1.124737834,0.194535229,9.534011892,14.83970671,7.591927247,6.352431818,12.02554988,5.77092235,0.5260763,0.604403517,0.794223653,0.246799486,A
10.46200247,9.392838617,9.21513632,7.907297806,13.50750806,8.807346049,0.451760217,0.141762557,0.6346037,0.512964017,8.449749817,12.31602226,8.608023311,7.236635193,10.20663115,8.742508447,0.455232394,0.559745978,0.288608293,0.954441396,A
10.01379847,10.52457851,7.859404336,7.842125992,14.50002568,8.780870499,0.198196465,0.076825573,0.78688856,0.560022908,9.042978082,12.51493937,8.467936189,8.220797852,9.92524801,5.796404152,0.177986865,0.991863994,0.237028352,0.724252104,A
9.871792086,11.04226752,10.01111618,10.4087263,15.63481129,8.566307499,0.053063492,0.180481048,0.675039764,0.423214402,8.111444301,11.47489849,8.341100062,9.137645128,10.21519153,4.836245238,0.479800525,0.635001674,0.511768717,0.501676222,A
9.820130917,9.417897292,8.493279343,9.61667456,13.53042869,10.00568966,0.210902232,0.110570872,0.651517527,0.405485752,8.767891347,10.9519867,9.327131159,8.026836958,10.92487146,7.391005113,0.372974695,0.640407036,0.537213998,0.52933856,A
9.573321989,9.694211106,9.558006973,7.665657321,12.89916054,8.629421212,0.374502044,0.070434907,0.916501749,0.31246855,9.542261715,11.29803785,8.170820831,6.638621291,12.23408966,5.955998173,0.175671282,1.013816888,0.237179411,0.733708982,A
9.580856784,11.47408938,9.012013919,8.19536167,16.26437438,8.480303506,0.712091405,0.038364939,0.873788297,0.346673425,9.39064879,12.67446988,8.590070968,9.596209852,9.733853665,8.381408758,0.069823016,0.807082574,0.588874134,0.539030534,A
10.1192823,11.0717141,8.29582104,9.282030701,14.30673374,8.976897835,0.213117101,0.130891013,0.681533806,0.395228971,8.666840397,11.68993021,7.9532125,7.750959339,10.0477779,8.321648188,0.196199174,1.07829031,0.275628911,0.853889453,A
10.11022558,11.60264977,7.602237895,8.130712203,14.23463463,7.766718555,0.554603921,0.112365627,0.879164152,0.353253842,8.647029687,12.59606485,7.364719232,6.137467652,10.76742241,8.016615755,0.901754206,0.258404016,1.151418673,0.011795877,A
10.48448046,11.97444039,8.119087106,9.90216224,14.01104773,8.669945526,0.544611737,0.004833263,1.148651992,0.262636326,8.074079368,12.99825346,9.736481702,8.777127431,9.830210334,6.726913929,0.403751776,0.483000881,0.606629947,0.552190738,A
10.34761674,10.49284337,9.75819268,7.307903526,13.65402704,9.105642983,0.575988931,0.091622697,0.91732113,0.20274341,9.100866364,12.53431931,7.432321123,8.141859595,10.3927838,9.076565504,0.401989693,0.869188939,0.317627046,0.776311996,A
10.88346403,10.37196427,8.085708148,6.934070699,14.37544849,7.924287544,0.440604264,0.103134141,0.759534205,0.298880552,9.096898129,11.19993286,8.637449528,8.145722776,11.22119933,8.556229507,0.362601837,0.537878729,0.559370358,0.605658737,A
10.11054906,11.17950478,7.50907897,8.432076999,15.17174216,8.711050651,0.51851956,0.073443082,0.871584471,0.413574695,8.11589971,13.32857255,8.17944505,5.584557545,10.17131818,7.335654666,0.372470815,0.704737737,0.421550075,0.501713224,A
10.81982012,10.01478412,8.917324728,8.580183564,13.92135077,8.209115583,0.335709018,0.121484576,0.848248001,0.294144964,8.249025306,11.40389939,9.721826206,7.558313807,9.172821676,8.57097452,0.652485752,0.376998677,0.604904353,0.670345096,A
9.847834422,11.37018242,8.589325629,7.625401445,14.39531239,8.250956205,0.192424624,0.112075965,0.869301547,0.371652703,8.062398131,12.85046556,7.715021141,7.613354463,10.73257368,6.666432894,0.775214521,0.47269746,0.71234888,0.320332129,A
10.74121551,10.20360982,8.101223485,8.018773633,14.19167988,8.14993425,0.20438017,0.161606739,0.437607888,0.584560216,9.076664617,11.53777809,8.099458606,7.60207162,9.082089185,9.278426481,0.99965938,0.552383977,0.413519945,0.863975953,A
9.398913203,10.83545261,9.14031564,6.860963639,13.3141878,8.803384148,0.293267468,0.12678587,0.629697459,0.60295852,8.428431213,12.66499081,7.742207492,7.839635957,11.29570542,8.144273634,0.77588025,0.305647994,0.576228961,0.601852311,A
10.27301482,10.20619846,6.476409644,8.558597167,13.86334484,6.417753943,0.050593693,0.288232762,0.303875536,0.740435917,7.859477561,13.03934834,7.913143015,7.084572793,9.897603779,7.829906947,0.371774741,0.877452305,0.241963134,1.137835001,A
10.7011268,10.54769303,7.436177546,6.254577576,13.94379529,7.838217351,0.429873151,0.138618904,0.659641944,0.485850249,8.823524203,10.46456077,7.737708921,9.060525576,11.59033414,9.562311734,0.414890397,0.571114819,0.44041971,0.749492963,A
9.93455511,9.664347332,9.326884576,7.933979074,15.32253099,8.594033388,0.293647152,0.086718359,0.881562061,0.360135852,9.699314419,13.53716568,7.664925004,8.813405166,11.61557331,8.969197887,0.509190908,0.837217379,0.218434894,0.792265649,A
10.57557053,11.61289616,8.577408579,8.4477002,14.78599733,6.881190898,0.474459145,0.083626042,0.877860856,0.212653283,8.831362637,14.21864019,8.294880411,7.637335487,10.20158827,9.467519589,0.166051268,0.596573182,0.53097749,0.51603563,A
9.830761008,12.62632007,7.7124237,8.547253495,15.8555366,6.525725106,0.393400431,0.168511334,0.67300855,0.431812665,8.437510786,13.57200364,8.562639563,10.09945431,11.2774598,8.232672413,0.143890685,0.850847902,0.152000194,0.977372605,A
9.535085501,10.69854814,8.095527625,9.139283575,13.79985052,7.029673246,0.308075656,0.108116679,0.77693349,0.434980537,9.434249965,13.55217008,8.243605164,8.015895134,11.94516138,8.449281223,0.56700327,0.460773369,1.000076991,0.17808379,A
11.27223043,10.84526796,8.571813471,8.907961448,14.64210757,8.856206777,0.325889968,0.105369767,0.748357412,0.415637803,6.884165717,11.13884268,8.940839908,8.232506591,10.4319824,8.049156774,1.062528126,0.428165305,0.917344709,0.478872642,A
10.88557761,9.087965251,8.466360876,6.112798199,13.2583251,8.243862366,0.340486983,0.138275444,0.882142802,0.394667808,8.474506335,11.63440392,8.712806577,9.230258846,13.21979055,8.365411413,0.817047567,0.527132588,0.620434652,0.536372805,A
10.88426573,12.13863945,7.718348621,11.00275175,12.64840251,9.583585897,0.504871707,0.005294783,1.030332916,0.235409755,8.364298745,12.38348275,8.541931704,6.740594319,10.6724405,9.040147848,0.506286579,0.536770585,0.56462407,0.746330077,A
10.32844377,11.47227299,7.735079884,8.210468993,15.64698208,7.713814703,0.310968286,0.103475213,0.724768202,0.438935253,8.230827544,11.83133448,7.423413593,7.916887499,11.30294225,7.828840822,0.320759732,0.667558122,0.702972011,0.639235693,A
10.52796908,11.51336181,7.493124066,6.17703372,15.22851499,7.841925413,0.482077814,0.016625736,1.051774309,0.133600014,9.373039119,12.1743954,8.551286867,7.620394286,8.987815823,8.096116871,0.565885454,0.55642129,0.111178148,0.667968035,A
10.81991637,9.6007388,8.143450322,10.47659939,13.77683519,8.031293626,0.685583395,0.026600349,1.035413687,0.30693971,8.178301305,12.70738149,7.294433963,9.025576023,10.36951073,7.452433944,0.796136869,0.369547029,0.918758533,0.39217844,A
10.25935185,10.45451834,8.475299081,8.786384676,14.85329002,6.399291447,0.228194438,0.12286358,0.876131019,0.266655714,9.171106029,12.4354163,7.218748112,7.328951103,12.29857801,8.252180725,1.089503925,0.004205747,0.973875155,0.290923693,A
10.85525579,10.20013743,8.63664821,8.114836029,13.21084388,8.754457065,0.378096403,0.093183917,0.721605254,0.421432721,6.832035609,13.02008346,7.664841776,7.549973906,9.854248561,8.55337927,0.244137917,0.692291591,0.272325633,0.931409082,A
9.077652392,11.47060773,6.652938234,8.319596613,13.33384074,8.719964381,0.321114899,0.172396614,0.618066641,0.529185457,8.351881408,13.48484562,9.973579642,5.183018515,10.04031225,7.867628704,0.518269734,0.621787683,0.665501421,0.447376659,A
9.47362903,11.63554487,8.78802953,7.971933542,15.44700179,6.508291012,0.181634019,0.164675317,0.606389122,0.483585406,9.568483405,12.22030435,8.505343867,7.496641935,10.77024309,8.231129401,0.096038507,0.781910661,0.159105756,0.868500509,A
9.783590197,11.2599825,7.2690559,8.539624678,15.09998606,9.641007213,0.080734835,0.17003224,0.562247215,0.566490501,8.856533299,12.61579915,7.985304218,6.806249449,9.214159732,7.674762762,0.289489937,0.681389302,0.431181805,0.660570807,A
10.2066659,10.01129757,7.097133501,9.062612239,13.77114883,8.310350772,0.14481705,0.182979905,0.71984243,0.486279487,9.733306651,11.36842696,8.17294815,6.068545172,11.51878733,4.096237862,0.592850279,0.812502346,0.284390878,1.029979939,A
10.66616088,8.375895216,8.032112826,8.330713453,14.77863994,7.488270063,0.354410866,0.133953273,0.646766099,0.484723896,8.57437415,12.0157056,8.495153707,7.901673808,10.43855961,6.311384754,0.513384499,0.431370713,0.536994968,0.44587053,A
11.06656171,11.14627249,7.963381761,8.913112418,14.99588633,7.36801769,0.383712163,0.12102556,0.761271438,0.282464509,7.761026415,12.43261506,8.074657929,8.369350706,12.9549744,8.371655504,0.521870989,0.637575626,0.275906808,0.846932604,A
9.907325511,10.64854281,8.734159702,7.772715299,12.83690682,9.010073807,0.193220914,0.219813666,0.571900512,0.538410522,7.086158219,12.10934338,9.286092735,9.613662062,10.04437337,8.096658228,0.642134867,0.574621508,0.64426619,0.437850958,A
10.40681669,11.10252443,9.351443032,8.420763873,14.05463153,7.664774165,0.475726564,0.074106155,0.982307054,0.304933147,8.413542597,10.45152489,8.8346707,8.816408301,11.04211067,6.74573736,0.062515941,0.912092132,0.114932222,0.953753022,A
9.687237681,10.17439085,9.923092537,7.902160165,12.86379261,7.622212795,0.168818838,0.125236963,0.753093148,0.528166572,8.28550152,12.50012377,8.58074967,7.384871444,11.69600381,8.433848624,0.217782474,1.09148369,0.347450059,0.703783194,A
11.31794327,10.45385932,8.102699133,8.046759817,13.86273107,10.05371522,0.544624686,0.002016209,1.170202927,0.002881706,8.960532331,12.51722104,8.386241117,7.330230992,10.60903631,8.04220285,0.211363555,0.797869538,0.268036268,0.579665194,A
11.00185103,9.478470515,8.189558823,7.037991032,14.29030434,9.262207972,0.265614564,0.133904154,0.717757258,0.433585749,8.618211011,12.89726808,8.233547928,9.874628592,10.02591377,6.556449445,0.499438007,0.733711999,0.590655941,0.793808719,A
9.520855239,10.65288672,8.161078932,8.37905122,13.59044865,11.09480247,0.485770125,0.070697789,0.960773417,0.365269595,7.512774552,10.98974975,8.179200968,8.008782791,11.18622503,9.114231982,0.490411525,0.850218525,0.552241934,0.959858016,A
10.05390532,8.681784694,8.696421999,8.48176587,14.42569518,8.670505612,0.752923254,0.017762607,1.159976969,0.211562554,9.103668431,12.74734881,6.886416354,8.879193172,11.73709231,6.94555524,0.825521572,0.488912928,0.604496213,0.547557853,A
